Sample,Transect.ID,Individual.ID,Year,Site,Visit,SiteVisit,Date_Collected,Type,Family,Genus,Species,Code,Sex,Date_ID,Initials,Notes,,,
304,BB15A2P,BB15A2P-72,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
305,BB15A2P,BB15A2P-73,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
306,BB15A2P,BB15A2P-74,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
307,BB15A2P,BB15A2P-75,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
308,BB15A2P,BB15A2P-76,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
309,BB15A2P,BB15A2P-77,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
310,BB15A2P,BB15A2P-78,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
311,BB15A2P,BB15A2P-79,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
312,BB15A2P,BB15A2P-80,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
313,BB15A2P,BB15A2P-81,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
314,BB15A2P,BB15A2P-82,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
315,BB15A2P,BB15A2P-83,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
316,BB15A2P,BB15A2P-84,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
317,BB15A2P,BB15A2P-85,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
318,BB15A2P,BB15A2P-86,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
319,BB15A2P,BB15A2P-87,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
320,BB15A2P,BB15A2P-88,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
321,BB15A2P,BB15A2P-89,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
322,BB15A2P,BB15A2P-90,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
323,BB15A2P,BB15A2P-91,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
324,BB15A2P,BB15A2P-92,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
325,BB15A2P,BB15A2P-93,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
326,BB15A2P,BB15A2P-94,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
327,BB15A2P,BB15A2P-95,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
328,BB15A2P,BB15A2P-96,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
329,BB15A2P,BB15A2P-97,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
330,BB15A2P,BB15A2P-98,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
331,BB15A2P,BB15A2P-99,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
332,BB15A2P,BB15A2P-100,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
333,BB15A2P,BB15A2P-101,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
334,BB15A2P,BB15A2P-102,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
335,BB15A2P,BB15A2P-103,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
336,BB15A2P,BB15A2P-104,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
337,BB15A2P,BB15A2P-105,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
338,BB15A2P,BB15A2P-106,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
339,BB15A2P,BB15A2P-107,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
340,BB15A2P,BB15A2P-108,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
341,BB15A2P,BB15A2P-109,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
342,BB15A2P,BB15A2P-110,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
343,BB15A2P,BB15A2P-111,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
344,BB15A2P,BB15A2P-112,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
345,BB15A2P,BB15A2P-113,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
346,BB15A2P,BB15A2P-114,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
347,BB15A2P,BB15A2P-115,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
348,BB15A2P,BB15A2P-116,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
349,BB15A2P,BB15A2P-117,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
350,BB15A2P,BB15A2P-118,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
351,BB15A2P,BB15A2P-119,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
352,BB15A2P,BB15A2P-120,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
353,BB15A2P,BB15A2P-121,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Melissodes,bimaculata,MEBI,F,12/11/2015,MF,,,,
354,BB15A2P,BB15A2P-122,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
355,BB15A2P,BB15A2P-123,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
356,BB15A2P,BB15A2P-124,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
357,BB15A2P,BB15A2P-125,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
358,BB15A2P,BB15A2P-126,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,M,12/11/2015,MF,,,,
359,BB15A2P,BB15A2P-127,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
360,BB15A2P,BB15A2P-128,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/11/2015,MF,,,,
361,BB15B2P,BB15B2P-129,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
362,BB15B2P,BB15B2P-130,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
363,BB15B2P,BB15B2P-131,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
364,BB15B2P,BB15B2P-132,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
365,BB15B2P,BB15B2P-133,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
366,BB15B2P,BB15B2P-134,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
367,BB15B2P,BB15B2P-135,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
368,BB15B2P,BB15B2P-136,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
369,BB15B2P,BB15B2P-137,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
370,BB15B2P,BB15B2P-138,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
371,BB15B2P,BB15B2P-139,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
372,BB15B2P,BB15B2P-140,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
373,BB15B2P,BB15B2P-141,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,12/10/2015,MF,,,,
374,BB15B2P,BB15B2P-142,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
375,BB15B2P,BB15B2P-143,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
376,BB15B2P,BB15B2P-144,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
377,BB15B2P,BB15B2P-145,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
378,BB15B2P,BB15B2P-146,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
379,BB15B2P,BB15B2P-147,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
380,BB15B2P,BB15B2P-148,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
381,BB15B2P,BB15B2P-149,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
382,BB15B2P,BB15B2P-150,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
383,BB15B2P,BB15B2P-151,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Agapostemon,texanus,AGTE,M,12/10/2015,MF,,,,
384,BB15B2P,BB15B2P-152,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
385,BB15B2P,BB15B2P-153,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
386,BB15B2P,BB15B2P-154,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Halictus,,HALI,F,12/10/2015,MF,,,,
387,BB15B2P,BB15B2P-155,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
388,BB15B2P,BB15B2P-156,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
389,BB15B2P,BB15B2P-157,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Agapostemon,splendens,AGSP,F,12/10/2015,MF,,,,
390,BB15B2P,BB15B2P-158,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
391,BB15B2P,BB15B2P-159,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
392,BB15B2P,BB15B2P-160,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
393,BB15B2P,BB15B2P-161,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
394,BB15B2P,BB15B2P-162,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
395,BB15B2P,BB15B2P-163,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
396,BB15B2P,BB15B2P-164,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
397,BB15B2P,BB15B2P-165,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
398,BB15B2P,BB15B2P-166,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
399,BB15B2P,BB15B2P-167,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
400,BB15B2P,BB15B2P-168,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
401,BB15B2P,BB15B2P-169,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,cluster of mites on first segment of abdomen,,,
402,BB15B2P,BB15B2P-170,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Lasioglossum,,LASI,F,12/10/2015,MF,,,,
403,BB15B2P,BB15B2P-171,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
404,BB15B2P,BB15B2P-172,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/10/2015,MF,,,,
405,BB15B2P,BB15B2P-173,2015,BB,1,BB1,7/18/2015,Bee,Halictidae,Agapostemon,virescens,AGVI,F,12/10/2015,MF,,,,
406,BB15B2P,BB15B2P-174,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,12/11/2015,MF,,,,
407,BB15C2P,BB15C2P-175,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,F,12/11/2015,MF,,,,
408,BB15C2P,BB15C2P-176,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,10/22/2015,CF,,,,
409,BB15C2P,BB15C2P-177,2015,BB,1,BB1,7/18/2015,Bee,Apidae,Peponapis,pruinosa,PEPR,M,10/22/2015,CF,,,,
